Municipios;Sexo;Periodo;Total
46169 Mislata;Total;2023;45.644
46170 Moixent/Mogente;Total;2023;4.383
46171 Moncada;Total;2023;22.067
46173 Montaverner;Total;2023;1.617
46174 Montesa;Total;2023;1.132
46175 Montitxelvo/Montichelvo;Total;2023;558
46176 Montroi/Montroy;Total;2023;3.295
46172 Montserrat;Total;2023;9.312
46177 Museros;Total;2023;6.741
46178 Nàquera/Náquera;Total;2023;8.102
46179 Navarrés;Total;2023;3.061
46180 Novetlè/Novelé;Total;2023;856
46181 Oliva;Total;2023;25.558
46183 Olleria, l';Total;2023;8.421
46182 Olocau;Total;2023;2.303
46184 Ontinyent;Total;2023;36.194
46185 Otos;Total;2023;436
46186 Paiporta;Total;2023;27.184
46187 Palma de Gandía;Total;2023;1.735
46188 Palmera;Total;2023;1.043
46189 Palomar, el;Total;2023;574
46190 Paterna;Total;2023;73.488
46191 Pedralba;Total;2023;3.048
46192 Petrés;Total;2023;1.096
46193 Picanya;Total;2023;11.760
46194 Picassent;Total;2023;22.236
46195 Piles;Total;2023;3.031
46196 Pinet;Total;2023;155
46199 Pobla de Farnals, la;Total;2023;8.699
46202 Pobla de Vallbona, la;Total;2023;26.435
46200 Pobla del Duc, la;Total;2023;2.438
46203 Pobla Llarga, la;Total;2023;4.529
46197 Polinyà de Xúquer;Total;2023;2.550
46198 Potries;Total;2023;1.080
46205 Puçol;Total;2023;20.731
46201 Puebla de San Miguel;Total;2023;53
46204 Puig de Santa Maria, el;Total;2023;8.992
46101 Quart de les Valls;Total;2023;1.050
46102 Quart de Poblet;Total;2023;25.590
46103 Quartell;Total;2023;1.672
46104 Quatretonda;Total;2023;2.190
46206 Quesa;Total;2023;661
46207 Rafelbunyol;Total;2023;9.467
46208 Rafelcofer;Total;2023;1.372
46209 Rafelguaraf;Total;2023;2.351
46210 Ráfol de Salem;Total;2023;467
46212 Real;Total;2023;2.410
46211 Real de Gandia, el;Total;2023;2.649
46213 Requena;Total;2023;20.387
46214 Riba-roja de Túria;Total;2023;23.555
46215 Riola;Total;2023;1.780
46216 Rocafort;Total;2023;7.570
46217 Rotglà i Corberà;Total;2023;1.165
46218 Ròtova;Total;2023;1.292
46219 Rugat;Total;2023;166
46220 Sagunt/Sagunto;Total;2023;70.128
46221 Salem;Total;2023;401
46903 San Antonio de Benagéber;Total;2023;10.200
46222 Sant Joanet;Total;2023;544
46223 Sedaví;Total;2023;10.637
46224 Segart;Total;2023;166
46225 Sellent;Total;2023;381
46226 Sempere;Total;2023;31
46227 Senyera;Total;2023;1.122
46228 Serra;Total;2023;3.608
46229 Siete Aguas;Total;2023;1.229
46230 Silla;Total;2023;19.683
46231 Simat de la Valldigna;Total;2023;3.251
46232 Sinarcas;Total;2023;1.113
46233 Sollana;Total;2023;4.959
46234 Sot de Chera;Total;2023;423
46235 Sueca;Total;2023;28.086
46236 Sumacàrcer;Total;2023;1.062
46237 Tavernes Blanques;Total;2023;9.456
46238 Tavernes de la Valldigna;Total;2023;17.443
46239 Teresa de Cofrentes;Total;2023;611
46240 Terrateig;Total;2023;291
46241 Titaguas;Total;2023;505
46242 Torrebaja;Total;2023;404
46243 Torrella;Total;2023;143
46244 Torrent;Total;2023;87.295
46245 Torres Torres;Total;2023;745
46246 Tous;Total;2023;1.352
46247 Tuéjar;Total;2023;1.201
46248 Turís;Total;2023;7.259
46249 Utiel;Total;2023;11.632
46250 València;Total;2023;807.693
46251 Vallada;Total;2023;3.063
46252 Vallanca;Total;2023;144
46253 Vallés;Total;2023;151
46254 Venta del Moro;Total;2023;1.164
46255 Vilallonga/Villalonga;Total;2023;4.667
46256 Vilamarxant;Total;2023;10.772
46258 Villar del Arzobispo;Total;2023;3.700
46259 Villargordo del Cabriel;Total;2023;577
46260 Vinalesa;Total;2023;3.495
46145 Xàtiva;Total;2023;30.072
46143 Xeraco;Total;2023;5.923
46146 Xeresa;Total;2023;2.263
46110 Xirivella;Total;2023;30.749
46261 Yátova;Total;2023;2.205
46262 Yesa, La;Total;2023;235
46263 Zarra;Total;2023;364
